(250199, 5)
(250200, 10)
(250201, 21)
(250202, 2)
(250203, 8)
(250204, 4)
(250205, 2)
(250206, 9)
(250207, 2)
(250208, 4)
(250209, 3)
(250210, 1)
(250211, 1)
(250212, 9)
(250213, 6)
(250214, 15)
(250215, 8)
(250216, 6)
(250217, 22)
(250218, 6)
(250219, 3)
(250220, 18)
(250221, 1)
(250222, 19)
(250223, 1)
(250224, 14)
(250225, 4)
(250226, 5)
(250227, 10)
(250228, 1)
(250229, 5)
(250230, 4)
(250231, 5)
(250232, 6)
(250233, 7)
(250234, 6)
(250235, 8)
(250236, 9)
(250237, 8)
(250238, 8)
(250239, 8)
(250240, 2)
(250241, 3)
(250242, 25)
(250243, 13)
(250244, 2)
(250245, 14)
(250246, 3)
(250247, 16)
(250248, 8)
(250249, 8)
(250250, 3)
(250251, 9)
(250252, 13)
(250253, 13)
(250254, 2)
(250255, 24)
(250256, 2)
(250257, 6)
(250258, 15)
(250259, 3)
(250260, 12)
(250261, 1)
(250262, 14)
(250263, 5)
(250264, 12)
(250265, 8)
(250266, 2)
(250267, 5)
(250268, 7)
(250269, 4)
(250270, 3)
(250271, 5)
(250272, 23)
(250273, 6)
(250274, 7)
(250275, 13)
(250276, 8)
(250277, 7)
(250278, 10)
(250279, 4)
(250280, 20)
(250281, 7)
(250282, 2)
(250283, 3)
(250284, 9)
(250285, 2)
(250286, 8)
(250287, 15)
(250288, 2)
(250289, 6)
(250290, 4)
(250291, 1)
(250292, 4)
(250293, 19)
(250294, 10)
(250295, 11)
(250296, 6)
(250297, 2)
(250298, 1)
(250299, 13)
(250300, 9)
(250301, 5)
(250302, 1)
(250303, 9)
(250304, 5)
(250305, 8)
(250306, 20)
(250307, 7)
(250308, 5)
(250309, 12)
(250310, 15)
(250311, 4)
(250312, 11)
(250313, 6)
(250314, 2)
(250315, 5)
(250316, 14)
(250317, 9)
(250318, 6)
(250319, 7)
(250320, 5)
(250321, 1)
(250322, 4)
(250323, 8)
(250324, 12)
(250325, 10)
(250326, 4)
(250327, 5)
(250328, 3)
(250329, 4)
(250330, 7)
(250331, 9)
(250332, 7)
(250333, 10)
(250334, 5)
(250335, 4)
(250336, 1)
(250337, 1)
(250338, 5)
(250339, 7)
(250340, 10)
(250341, 2)
(250342, 4)
(250343, 4)
(250344, 10)
(250345, 6)
(250346, 11)
(250347, 1)
(250348, 9)
(250349, 1)
(250350, 1)
(250351, 3)
(250352, 10)
(250353, 14)
(250354, 12)
(250355, 2)
(250356, 16)
(250357, 4)
(250358, 9)
(250359, 11)
(250360, 22)
(250361, 9)
(250362, 6)
(250363, 14)
(250364, 8)
(250365, 20)
(250366, 9)
(250367, 24)
(250368, 2)
(250369, 7)
(250370, 5)
(250371, 6)
(250372, 12)
(250373, 11)
(250374, 22)
(250375, 8)
(250376, 11)
(250377, 9)
(250378, 1)
(250379, 4)
(250380, 2)
(250381, 2)
(250382, 1)
(250383, 5)
(250384, 11)
(250385, 9)
(250386, 6)
(250387, 10)
(250388, 1)
(250389, 8)
(250390, 2)
(250391, 11)
(250392, 6)
(250393, 6)
(250394, 6)
(250395, 6)
(250396, 12)
(250397, 9)
(250398, 6)
(250399, 3)
(250400, 5)
(250401, 1)
(250402, 8)
(250403, 5)
(250404, 7)
(250405, 13)
(250406, 3)
(250407, 20)
(250408, 13)
(250409, 2)
(250410, 7)
(250411, 30)
(250412, 4)
(250413, 12)
(250414, 8)
(250415, 14)
(250416, 23)
(250417, 7)
(250418, 4)
(250419, 9)
(250420, 3)
(250421, 11)
(250422, 20)
(250423, 13)
(250424, 7)
(250425, 1)
(250426, 6)
(250427, 2)
(250428, 20)
(250429, 4)
(250430, 1)
(250431, 4)
(250432, 17)
(250433, 14)
(250434, 13)
(250435, 8)
(250436, 9)
(250437, 10)
(250438, 2)
(250439, 20)
(250440, 7)
(250441, 17)
(250442, 7)
(250443, 5)
(250444, 6)
(250445, 9)
(250446, 12)
(250447, 12)
(250448, 2)
(250449, 2)
(250450, 2)
(250451, 8)
(250452, 15)
(250453, 5)
(250454, 11)
(250455, 9)
(250456, 7)
(250457, 2)
(250458, 7)
(250459, 9)
(250460, 1)
(250461, 28)
(250462, 4)
(250463, 21)
(250464, 4)
(250465, 3)
(250466, 4)
(250467, 2)
(250468, 4)
(250469, 1)
(250470, 8)
(250471, 21)
(250472, 1)
(250473, 11)
(250474, 2)
(250475, 17)
(250476, 16)
(250477, 10)
(250478, 9)
(250479, 7)
(250480, 2)
(250481, 6)
(250482, 13)
(250483, 25)
(250484, 9)
(250485, 11)
(250486, 6)
(250487, 15)
(250488, 5)
(250489, 2)
(250490, 21)
(250491, 26)
(250492, 5)
(250493, 1)
(250494, 4)
(250495, 11)
(250496, 1)
(250497, 8)
(250498, 7)
(250499, 4)
(250500, 20)
(250501, 6)
(250502, 4)
(250503, 8)
(250504, 8)
(250505, 4)
(250506, 8)
(250507, 10)
(250508, 11)
(250509, 9)
(250510, 14)
(250511, 6)
(250512, 3)
(250513, 7)
(250514, 4)
(250515, 17)
(250516, 3)
(250517, 3)
(250518, 7)
(250519, 6)
(250520, 13)
(250521, 17)
(250522, 6)
(250523, 7)
(250524, 5)
(250525, 5)
(250526, 21)
(250527, 1)
(250528, 3)
(250529, 12)
(250530, 20)
(250531, 14)
(250532, 12)
(250533, 4)
(250534, 6)
(250535, 16)
(250536, 8)
(250537, 1)
(250538, 10)
(250539, 12)
(250540, 5)
(250541, 8)
(250542, 1)
(250543, 9)
(250544, 1)
(250545, 13)
(250546, 14)
(250547, 6)
(250548, 4)
(250549, 2)
(250550, 4)
(250551, 5)
(250552, 3)
(250553, 7)
(250554, 10)
(250555, 10)
(250556, 7)
(250557, 4)
(250558, 1)
(250559, 15)
(250560, 6)
(250561, 2)
(250562, 17)
(250563, 1)
(250564, 2)
(250565, 4)
(250566, 19)
(250567, 11)
(250568, 6)
(250569, 1)
(250570, 5)
(250571, 12)
(250572, 4)
(250573, 5)
(250574, 3)
(250575, 7)
(250576, 5)
(250577, 11)
(250578, 1)
(250579, 5)
(250580, 6)
(250581, 2)
(250582, 1)
(250583, 18)
(250584, 2)
(250585, 4)
(250586, 10)
(250587, 6)
(250588, 5)
(250589, 2)
(250590, 10)
(250591, 1)
(250592, 2)
(250593, 10)
(250594, 18)
(250595, 19)
(250596, 3)
(250597, 14)
(250598, 2)
(250599, 24)
(250600, 4)
(250601, 3)
(250602, 4)
(250603, 12)
(250604, 4)
(250605, 10)
(250606, 2)
(250607, 17)
(250608, 8)
(250609, 1)
(250610, 5)
(250611, 2)
(250612, 3)
(250613, 3)
(250614, 11)
(250615, 6)
(250616, 1)
(250617, 2)
(250618, 12)
(250619, 17)
(250620, 9)
(250621, 6)
(250622, 15)
(250623, 6)
(250624, 5)
(250625, 7)
(250626, 15)
(250627, 23)
(250628, 4)
(250629, 2)
(250630, 7)
(250631, 9)
(250632, 3)
(250633, 4)
(250634, 7)
(250635, 7)
(250636, 19)
(250637, 2)
(250638, 9)
(250639, 1)
(250640, 15)
(250641, 23)
(250642, 5)
(250643, 5)
(250644, 17)
(250645, 8)
(250646, 8)
(250647, 5)
(250648, 19)
(250649, 1)
(250650, 3)
(250651, 2)
(250652, 7)
(250653, 2)
(250654, 7)
(250655, 3)
(250656, 7)
(250657, 2)
(250658, 4)
(250659, 14)
(250660, 10)
(250661, 2)
(250662, 16)
(250663, 1)
(250664, 13)
(250665, 2)
(250666, 7)
(250667, 19)
(250668, 16)
(250669, 3)
(250670, 26)
(250671, 5)
(250672, 7)
(250673, 2)
(250674, 3)
(250675, 2)
(250676, 11)
(250677, 12)
(250678, 7)
(250679, 15)
(250680, 8)
(250681, 2)
(250682, 12)
(250683, 21)
(250684, 2)
(250685, 4)
(250686, 6)
(250687, 7)
(250688, 26)
(250689, 4)
(250690, 2)
(250691, 4)
(250692, 10)
(250693, 15)
(250694, 8)
(250695, 4)
(250696, 1)
(250697, 10)
(250698, 4)
(250699, 2)
(250700, 3)
(250701, 15)
(250702, 16)
(250703, 15)
(250704, 21)
(250705, 3)
(250706, 12)
(250707, 2)
(250708, 6)
(250709, 8)
(250710, 10)
(250711, 10)
(250712, 20)
(250713, 2)
(250714, 11)
(250715, 2)
(250716, 1)
(250717, 9)
(250718, 5)
(250719, 3)
(250720, 8)
(250721, 6)
(250722, 4)
(250723, 5)
(250724, 12)
(250725, 11)
(250726, 14)
(250727, 8)
(250728, 4)
(250729, 18)
(250730, 9)
(250731, 6)
(250732, 4)
(250733, 8)
(250734, 1)
(250735, 6)
(250736, 6)
(250737, 14)
(250738, 11)
(250739, 18)
(250740, 6)
(250741, 3)
(250742, 14)
(250743, 19)
(250744, 3)
(250745, 19)
(250746, 3)
(250747, 1)
(250748, 6)
(250749, 11)
(250750, 4)
(250751, 18)
(250752, 3)
(250753, 2)
(250754, 15)
(250755, 3)
(250756, 8)
(250757, 2)
(250758, 9)
(250759, 10)
(250760, 8)
(250761, 6)
(250762, 13)
(250763, 12)
(250764, 11)
(250765, 5)
(250766, 26)
(250767, 1)
(250768, 1)
(250769, 5)
(250770, 20)
(250771, 1)
(250772, 11)
(250773, 3)
(250774, 16)
(250775, 5)
(250776, 15)
(250777, 6)
(250778, 13)
(250779, 12)
(250780, 17)
(250781, 2)
(250782, 5)
(250783, 3)
(250784, 9)
(250785, 6)
(250786, 18)
(250787, 8)
(250788, 13)
(250789, 11)
(250790, 2)
(250791, 10)
(250792, 17)
(250793, 3)
(250794, 3)
(250795, 2)
(250796, 12)
(250797, 11)
(250798, 6)
(250799, 18)
(250800, 6)
(250801, 6)
(250802, 2)
(250803, 4)
(250804, 21)
(250805, 2)
(250806, 3)
(250807, 1)
(250808, 4)
(250809, 24)
(250810, 20)
(250811, 4)
(250812, 7)
(250813, 2)
(250814, 21)
(250815, 1)
(250816, 4)
(250817, 15)
(250818, 1)
(250819, 8)
(250820, 5)
(250821, 6)
(250822, 21)
(250823, 7)
(250824, 11)
(250825, 10)
(250826, 4)
(250827, 1)
(250828, 12)
(250829, 18)
(250830, 8)
(250831, 4)
(250832, 1)
(250833, 16)
(250834, 8)
(250835, 4)
(250836, 4)
(250837, 7)
(250838, 10)
(250839, 14)
(250840, 7)
(250841, 16)
(250842, 21)
(250843, 4)
(250844, 2)
(250845, 7)
(250846, 6)
(250847, 15)
(250848, 7)
(250849, 2)
(250850, 10)
(250851, 3)
(250852, 6)
(250853, 9)
(250854, 17)
(250855, 2)
(250856, 6)
(250857, 5)
(250858, 10)
(250859, 1)
(250860, 9)
(250861, 12)
(250862, 2)
(250863, 16)
(250864, 6)
(250865, 6)
(250866, 6)
(250867, 1)
(250868, 11)
(250869, 2)
(250870, 10)
(250871, 5)
(250872, 5)
(250873, 3)
(250874, 2)
(250875, 4)
(250876, 2)
(250877, 10)
(250878, 1)
(250879, 4)
(250880, 5)
(250881, 7)
(250882, 6)
(250883, 15)
(250884, 2)
(250885, 6)
(250886, 18)
(250887, 12)
(250888, 6)
(250889, 2)
(250890, 6)
(250891, 4)
(250892, 7)
(250893, 14)
(250894, 2)
(250895, 2)
(250896, 2)
(250897, 13)
(250898, 2)
(250899, 6)
(250900, 12)
(250901, 3)
(250902, 7)
(250903, 9)
(250904, 11)
(250905, 2)
(250906, 3)
(250907, 10)
(250908, 5)
(250909, 8)
(250910, 15)
(250911, 4)
(250912, 18)
(250913, 10)
(250914, 14)
(250915, 20)
(250916, 2)
(250917, 7)
(250918, 1)
(250919, 2)
(250920, 3)
(250921, 15)
(250922, 24)
(250923, 4)
(250924, 4)
(250925, 12)
(250926, 1)
(250927, 8)
(250928, 7)
(250929, 8)
(250930, 14)
(250931, 4)
(250932, 4)
(250933, 1)
(250934, 4)
(250935, 5)
(250936, 5)
(250937, 20)
(250938, 2)
(250939, 1)
(250940, 1)
(250941, 4)
(250942, 6)
(250943, 10)
(250944, 5)
(250945, 6)
(250946, 4)
(250947, 6)
(250948, 4)
(250949, 11)
(250950, 26)
(250951, 12)
(250952, 18)
(250953, 4)
(250954, 4)
(250955, 5)
(250956, 1)
(250957, 5)
(250958, 11)
(250959, 22)
(250960, 13)
(250961, 7)
(250962, 3)
(250963, 5)
(250964, 9)
(250965, 1)
(250966, 6)
(250967, 5)
(250968, 2)
(250969, 5)
(250970, 5)
(250971, 4)
(250972, 3)
(250973, 4)
(250974, 16)
(250975, 13)
(250976, 18)
(250977, 25)
(250978, 17)
(250979, 6)
(250980, 4)
(250981, 7)
(250982, 5)
(250983, 13)
(250984, 1)
(250985, 2)
(250986, 1)
(250987, 4)
(250988, 3)
(250989, 8)
(250990, 3)
(250991, 4)
(250992, 1)
(250993, 10)
(250994, 4)
(250995, 3)
(250996, 5)
(250997, 6)
(250998, 1)
(250999, 2)
(251000, 4)
(251001, 9)
(251002, 3)
(251003, 24)
(251004, 3)
(251005, 12)
(251006, 11)
(251007, 8)
(251008, 4)
(251009, 2)
(251010, 16)
(251011, 7)
(251012, 6)
(251013, 10)
(251014, 1)
(251015, 4)
(251016, 3)
(251017, 3)
(251018, 1)
(251019, 22)
(251020, 5)
(251021, 4)
(251022, 6)
(251023, 4)
(251024, 2)
(251025, 5)
(251026, 7)
(251027, 8)
(251028, 5)
(251029, 2)
(251030, 3)
(251031, 1)
(251032, 12)
(251033, 8)
(251034, 4)
(251035, 8)
(251036, 11)
(251037, 10)
(251038, 16)
(251039, 15)
(251040, 11)
(251041, 5)
(251042, 14)
(251043, 8)
(251044, 9)
(251045, 5)
(251046, 10)
(251047, 13)
(251048, 17)
(251049, 2)
(251050, 7)
(251051, 13)
(251052, 23)
(251053, 3)
(251054, 11)
(251055, 8)
(251056, 2)
(251057, 14)
(251058, 7)
(251059, 18)
(251060, 14)
(251061, 5)
(251062, 8)
(251063, 6)
(251064, 4)
(251065, 6)
(251066, 5)
(251067, 8)
(251068, 1)
(251069, 2)
(251070, 8)
(251071, 7)
(251072, 4)
(251073, 5)
(251074, 7)
(251075, 13)
(251076, 2)
(251077, 1)
(251078, 9)
(251079, 9)
(251080, 2)
(251081, 4)
(251082, 8)
(251083, 14)
(251084, 7)
(251085, 8)
(251086, 1)
(251087, 6)
(251088, 8)
(251089, 3)
(251090, 2)
(251091, 1)
(251092, 10)
(251093, 21)
(251094, 2)
(251095, 13)
(251096, 10)
(251097, 6)
(251098, 7)
(251099, 11)
(251100, 18)
(251101, 4)
(251102, 7)
(251103, 12)
(251104, 6)
(251105, 2)
(251106, 2)
(251107, 9)
(251108, 5)
(251109, 8)
(251110, 5)
(251111, 15)
(251112, 4)
(251113, 4)
(251114, 3)
(251115, 8)
(251116, 7)
(251117, 7)
(251118, 4)
(251119, 16)
(251120, 30)
(251121, 14)
(251122, 1)
(251123, 2)
(251124, 11)
(251125, 8)
(251126, 4)
(251127, 7)
(251128, 1)
(251129, 5)
(251130, 3)
(251131, 14)
(251132, 12)
(251133, 5)
(251134, 10)
(251135, 12)
(251136, 12)
(251137, 7)
(251138, 1)
(251139, 7)
(251140, 3)
(251141, 3)
(251142, 7)
(251143, 1)
(251144, 6)
(251145, 11)
(251146, 1)
(251147, 10)
(251148, 12)
(251149, 5)
(251150, 11)
(251151, 2)
(251152, 3)
(251153, 2)
(251154, 15)
(251155, 3)
(251156, 7)
(251157, 11)
(251158, 4)
(251159, 12)
(251160, 11)
(251161, 11)
(251162, 11)
(251163, 13)
(251164, 6)
(251165, 7)
(251166, 6)
(251167, 10)
(251168, 12)
(251169, 2)
(251170, 19)
(251171, 12)
(251172, 9)
(251173, 4)
(251174, 6)
(251175, 9)
(251176, 4)
(251177, 2)
(251178, 10)
(251179, 11)
(251180, 16)
(251181, 3)
(251182, 17)
(251183, 10)
(251184, 3)
(251185, 2)
(251186, 22)
(251187, 7)
(251188, 5)
(251189, 6)
(251190, 5)
(251191, 4)
(251192, 3)
(251193, 7)
(251194, 9)
(251195, 11)
(251196, 22)
(251197, 14)
(251198, 12)
(251199, 4)
(251200, 7)
(251201, 5)
(251202, 12)
(251203, 2)
(251204, 8)
(251205, 16)
(251206, 4)
(251207, 2)
(251208, 7)
(251209, 4)
(251210, 4)
(251211, 8)
(251212, 1)
(251213, 4)
(251214, 6)
(251215, 9)
(251216, 26)
(251217, 10)
(251218, 6)
(251219, 8)
(251220, 6)
(251221, 5)
(251222, 5)
(251223, 2)
(251224, 8)
(251225, 2)
(251226, 3)
(251227, 8)
(251228, 16)
(251229, 5)
(251230, 6)
(251231, 21)
(251232, 16)
(251233, 5)
(251234, 8)
(251235, 1)
(251236, 23)
(251237, 2)
(251238, 20)
(251239, 1)
(251240, 6)
(251241, 10)
(251242, 3)
(251243, 4)
(251244, 18)
(251245, 26)
(251246, 18)
(251247, 5)
(251248, 6)
(251249, 17)
(251250, 3)
(251251, 6)
(251252, 4)
(251253, 5)
(251254, 5)
(251255, 4)
(251256, 6)
(251257, 6)
(251258, 1)
(251259, 1)
(251260, 3)
(251261, 9)
(251262, 3)
(251263, 8)
(251264, 2)
(251265, 12)
(251266, 9)
(251267, 5)
(251268, 4)
(251269, 7)
(251270, 18)
(251271, 8)
(251272, 10)
(251273, 9)
(251274, 6)
(251275, 2)
(251276, 8)
(251277, 2)
(251278, 5)
(251279, 8)
(251280, 4)
(251281, 9)
(251282, 9)
(251283, 4)
(251284, 11)
(251285, 5)
(251286, 2)
(251287, 9)
(251288, 16)
(251289, 12)
(251290, 9)
(251291, 12)
(251292, 6)
(251293, 14)
(251294, 2)
(251295, 10)
(251296, 21)
(251297, 4)
(251298, 4)
(251299, 2)
(251300, 6)
(251301, 11)
(251302, 8)
(251303, 3)
(251304, 1)
(251305, 1)
(251306, 2)
(251307, 8)
(251308, 2)
(251309, 1)
(251310, 4)
(251311, 10)
(251312, 6)
(251313, 7)
(251314, 12)
(251315, 12)
(251316, 11)
(251317, 8)
(251318, 5)
(251319, 7)
(251320, 4)
(251321, 11)
(251322, 8)
(251323, 9)
(251324, 10)
(251325, 15)
(251326, 22)
(251327, 3)
(251328, 1)
(251329, 7)
(251330, 14)
(251331, 6)
(251332, 6)
(251333, 4)
(251334, 1)
(251335, 2)
(251336, 2)
(251337, 7)
(251338, 5)
(251339, 7)
(251340, 10)
(251341, 3)
(251342, 2)
(251343, 12)
(251344, 6)
(251345, 16)
(251346, 3)
(251347, 1)
(251348, 14)
(251349, 1)
(251350, 3)
(251351, 14)
(251352, 6)
(251353, 2)
(251354, 10)
(251355, 17)
(251356, 3)
(251357, 11)
(251358, 3)
(251359, 5)
(251360, 16)
(251361, 11)
(251362, 2)
(251363, 9)
(251364, 12)
(251365, 8)
(251366, 6)
(251367, 1)
(251368, 13)
(251369, 8)
(251370, 7)
(251371, 5)
(251372, 12)
(251373, 5)
(251374, 7)
(251375, 5)
(251376, 10)
(251377, 8)
(251378, 4)
(251379, 4)
(251380, 21)
(251381, 12)
(251382, 9)
(251383, 10)
(251384, 14)
(251385, 1)
(251386, 10)
(251387, 8)
(251388, 2)
(251389, 9)
(251390, 7)
(251391, 13)
(251392, 8)
(251393, 9)
(251394, 2)
(251395, 14)
(251396, 13)
(251397, 2)
(251398, 4)
(251399, 4)
(251400, 4)
(251401, 14)
(251402, 4)
(251403, 8)
(251404, 7)
(251405, 5)
(251406, 1)
(251407, 11)
(251408, 6)
(251409, 6)
(251410, 34)
(251411, 4)
(251412, 2)
(251413, 17)
(251414, 17)
(251415, 6)
(251416, 11)
(251417, 9)
(251418, 5)
(251419, 11)
(251420, 7)
(251421, 14)
(251422, 11)
(251423, 2)
(251424, 8)
(251425, 9)
(251426, 1)
(251427, 6)
(251428, 8)
(251429, 9)
(251430, 7)
(251431, 1)
(251432, 11)
(251433, 14)
(251434, 8)
(251435, 4)
(251436, 1)
(251437, 6)
(251438, 4)
(251439, 11)
(251440, 5)
(251441, 2)
(251442, 6)
(251443, 11)
(251444, 12)
(251445, 4)
(251446, 6)
(251447, 5)
(251448, 9)
(251449, 12)
(251450, 20)
(251451, 11)
(251452, 12)
(251453, 3)
(251454, 1)
(251455, 12)
(251456, 11)
(251457, 4)
(251458, 7)
(251459, 8)
(251460, 16)
(251461, 5)
(251462, 3)
(251463, 4)
(251464, 5)
(251465, 7)
(251466, 10)
(251467, 10)
(251468, 3)
(251469, 8)
(251470, 8)
(251471, 8)
(251472, 8)
(251473, 15)
(251474, 1)
(251475, 8)
(251476, 8)
(251477, 2)
(251478, 6)
(251479, 5)
(251480, 4)
(251481, 8)
(251482, 4)
(251483, 2)
(251484, 17)
(251485, 25)
(251486, 5)
(251487, 11)
(251488, 1)
(251489, 7)
(251490, 8)
(251491, 18)
(251492, 19)
(251493, 4)
(251494, 5)
(251495, 1)
(251496, 8)
(251497, 16)
(251498, 12)
(251499, 10)
(251500, 15)
(251501, 1)
(251502, 2)
(251503, 1)
(251504, 2)
(251505, 2)
(251506, 21)
(251507, 4)
(251508, 14)
(251509, 2)
(251510, 11)
(251511, 9)
(251512, 18)
(251513, 3)
(251514, 12)
(251515, 8)
(251516, 2)
(251517, 12)
(251518, 4)
(251519, 15)
(251520, 15)
(251521, 8)
(251522, 4)
(251523, 6)
(251524, 2)
(251525, 9)
(251526, 11)
(251527, 11)
(251528, 4)
(251529, 5)
(251530, 12)
(251531, 10)
(251532, 5)
(251533, 1)
(251534, 8)
(251535, 8)
(251536, 8)
(251537, 5)
(251538, 13)
(251539, 9)
(251540, 17)
(251541, 10)
(251542, 25)
(251543, 2)
(251544, 10)
(251545, 4)
(251546, 4)
(251547, 6)
(251548, 9)
(251549, 14)
(251550, 1)
(251551, 2)
(251552, 13)
(251553, 23)
(251554, 3)
(251555, 4)
(251556, 7)
(251557, 6)
(251558, 15)
(251559, 7)
(251560, 9)
(251561, 1)
(251562, 17)
(251563, 4)
(251564, 2)
(251565, 9)
(251566, 9)
(251567, 20)
(251568, 1)
(251569, 3)
(251570, 3)
(251571, 1)
(251572, 13)
(251573, 3)
(251574, 2)
(251575, 4)
(251576, 17)
(251577, 11)
(251578, 3)
(251579, 3)
(251580, 12)
(251581, 7)
(251582, 2)
(251583, 8)
(251584, 6)
(251585, 9)
(251586, 4)
(251587, 11)
(251588, 26)
(251589, 12)
(251590, 4)
(251591, 1)
(251592, 9)
(251593, 12)
(251594, 18)
(251595, 4)
(251596, 6)
(251597, 12)
(251598, 7)
(251599, 3)
(251600, 8)
(251601, 9)
(251602, 6)
(251603, 9)
(251604, 8)
(251605, 7)
(251606, 16)
(251607, 15)
(251608, 8)
(251609, 20)
(251610, 3)
(251611, 19)
(251612, 4)
(251613, 14)
(251614, 2)
(251615, 7)
(251616, 14)
(251617, 29)
(251618, 6)
(251619, 2)
(251620, 29)
(251621, 1)
(251622, 2)
(251623, 3)
(251624, 12)
(251625, 10)
(251626, 2)
(251627, 12)
(251628, 17)
(251629, 2)
(251630, 1)
(251631, 16)
(251632, 5)
(251633, 18)
(251634, 6)
(251635, 1)
(251636, 6)
(251637, 4)
(251638, 2)
(251639, 4)
(251640, 5)
(251641, 7)
(251642, 14)
(251643, 3)
(251644, 9)
(251645, 4)
(251646, 7)
(251647, 6)
(251648, 5)
(251649, 11)
(251650, 3)
(251651, 12)
(251652, 1)
(251653, 7)
(251654, 6)
(251655, 6)
(251656, 21)
(251657, 6)
(251658, 24)
(251659, 6)
(251660, 7)
(251661, 12)
(251662, 9)
(251663, 9)
(251664, 17)
(251665, 3)
(251666, 7)
(251667, 3)
(251668, 3)
(251669, 11)
(251670, 1)
(251671, 9)
(251672, 9)
(251673, 6)
(251674, 19)
(251675, 18)
(251676, 9)
(251677, 9)
(251678, 21)
(251679, 17)
(251680, 15)
(251681, 3)
(251682, 3)
(251683, 23)
(251684, 1)
(251685, 7)
(251686, 4)
(251687, 15)
(251688, 7)
(251689, 11)
(251690, 10)
(251691, 4)
(251692, 2)
(251693, 6)
(251694, 1)
(251695, 2)
(251696, 2)
(251697, 23)
(251698, 10)
(251699, 9)
(251700, 1)
(251701, 24)
(251702, 3)
(251703, 9)
(251704, 7)
(251705, 11)
(251706, 10)
(251707, 2)
(251708, 13)
(251709, 12)
(251710, 5)
(251711, 9)
(251712, 16)
(251713, 8)
(251714, 1)
(251715, 2)
(251716, 11)
(251717, 5)
(251718, 1)
(251719, 1)
(251720, 25)
(251721, 7)
(251722, 15)
(251723, 21)
(251724, 5)
(251725, 2)
(251726, 11)
(251727, 18)
(251728, 2)
(251729, 5)
(251730, 13)
(251731, 10)
(251732, 13)
(251733, 9)
(251734, 13)
(251735, 10)
(251736, 1)
(251737, 1)
(251738, 17)
(251739, 17)
(251740, 7)
(251741, 7)
(251742, 1)
(251743, 11)
(251744, 19)
(251745, 6)
(251746, 10)
(251747, 20)
(251748, 9)
(251749, 8)
